"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"rno05144","rno05144","Malaria",40,-0.701900950793594,-2.01795428159012,1.01377311290388e-06,9.5712108600631e-06,4.70792467292823e-06,2618,"tags=75%, list=19%, signal=61%","Sele/Selp/Tnf/Il12a/Hbb/Pecam1/Itgb2/Lrp1/Cd36/Thbs1/Thbs2/Tgfb3/Cd40/Hba-a3/Hba-a1/Il1b/Thbs3/Hgf/Ccl12/Klrb1b/Itgal/Gypc/Tgfb2/Icam1/Ccl2/Vcam1/Klrk1/Tlr9/Cd81/Csf3"
"rno04933","rno04933","AGE-RAGE signaling pathway in diabetic complications",93,-0.590926611107807,-1.83497948391969,1.06075441970325e-06,9.68937495631969e-06,4.76604769125415e-06,2647,"tags=39%, list=20%, signal=31%","Plcg1/Tnf/Tgfbr2/Thbd/Mapk12/Il1a/Pim1/Nos3/Cybb/Mapk11/Tgfb3/Prkcb/Il1b/Mmp2/Egr1/Ccl12/Fn1/Col4a2/Col4a1/Tgfb2/Agtr1a/Vegfa/Col1a2/Akt3/Icam1/Ccl2/Col3a1/Vcam1/Col1a1/Col4a3/Pik3cd/Plcb2/Ager/Col4a5/Nox4/Col4a6"
"rno05168","rno05168","Herpes simplex virus 1 infection",286,-0.476789124274471,-1.52819718119193,1.08665887360595e-06,9.68937495631969e-06,4.76604769125415e-06,3868,"tags=42%, list=29%, signal=31%","Src/RT1-CE16/Zfp748/Zfp184/Ifnar1/Zfp799/Zfp619/Zfp266/Zfp605/Zfp46/Tsc1/RT1-S3/Zfp81/Zfp324/Zfp40/Zfp708/Zfp874b/Eif2ak3/Sting1/Zfp786/Zfp141/Zfp455l1/Zfp267/Srsf5/Zfp458/Zfp51/Pml/Zfp790/Zfp568/Tsc2/Zfp28/Zfp418/Zfp869/Zfp169/Zfp248/Zfp719/Nxf1/Syk/Zfp14/Stat2/RT1-M3-1/Zfp597/RT1-DMb/Zik1/Znf624l/Traf3/Zfp398/Zfp26/Birc3/Tnf/Zfp473/Zfp948/Zfp964/Pilrb2/Zfp442/Il12a/Zfp715/Ifih1/Zfp53/Zfp94/Zfp286a/Faslg/Znf81L/Zfp819/Pou2f1/Zfp61/RT1-T24-4/Zfp853/Zfp758/Zfp54/Zfp182/RT1-N3/RT1-DOa/Giot1/Ikbke/Zfp57/RT1-Da/Cfp/RT1-CE1/Zfp612/Oas3/Tnfrsf14/Zfp583/Zfp9/Oas1a/Socs3/Zfp74/Irf7/Irf3/RT1-Bb/Cd74/Il1b/RT1-Ba/Itgb3/RT1-T18/Zfp386/Ccl12/Zfp958/RT1-T24-1/Pou2f2/C3/Pilra/Zfp37/Oas1i/Akt3/Ccl2/Bst2/Pik3cd/RT1-Db1/Zfp709l1/Irf9/Tlr9/Zfp354c/Oas1b/Ccl5/Oas2/Zfp334/RT1-M2/RT1-DOb/Zfp382"
"rno04650","rno04650","Natural killer cell mediated cytotoxicity",73,-0.610612047368638,-1.86884774390801,1.18413102617974e-06,1.02731367406405e-05,5.05319072338439e-06,2245,"tags=47%, list=17%, signal=39%","Sh3bp2/Nfatc2/Syk/Plcg1/Tnf/Tyrobp/Faslg/Sh2d1b2/Fcgr2a/Prf1/Lck/Itgb2/Icam2/Shc2/Fcer1g/Vav1/Vav2/Shc4/Cd48/Prkcb/Prkcg/Fyn/Itgal/Klrd1/Fcgr3a/Lat2/Icam1/Lcp2/Pik3cd/Cd247/Klrk1/Lat/Zap70/Hcst"
"rno00983","rno00983","Drug metabolism - other enzymes",57,0.491371965209015,2.26720440447419,1.46086341869059e-06,1.23404515105179e-05,6.07006960674762e-06,1962,"tags=51%, list=15%, signal=44%","Ces2c/Gsta5/Ces2h/Ces2/Mgst3/Gsto1/Rrm1/Tk1/Dut/Nme1/Cmpk1/Gsta2/Nme2/Tpmt/Ces1e/Ces2g/Gstp1/Rrm2/Gsta4/Mgst2/Umps/Gmps/Gstt3/Gstm5/Uck2/Ugt2b10/Gstm3/Hprt1/Gstm7"
"rno00970","rno00970","Aminoacyl-tRNA biosynthesis",42,0.567526401199802,2.48614714497775,1.53547987034074e-06,1.26381804712661e-05,6.21651769368723e-06,5357,"tags=95%, list=40%, signal=57%","Yars2/Fars2/Gars1/Farsb/Gatc/Rars1/Tars1/Pars2/Qrsl1/Eprs1/Cars1/Kars1/Iars2/Cars2/Rars2/Mtfmt/Dars1/Sars1/Mars2/Wars2/Hars1/Farsa/Iars1/Nars1/Sepsecs/Yars1/Wars1/Mars1/Gatb/Vars1/Lars2/Ears2/Aars1/Lars1/Sars2/Nars2/Qars1/Aars2/Hars2/Tars3"
"rno05416","rno05416","Viral myocarditis",58,-0.643586471473481,-1.93238641078854,1.7492284951742e-06,1.4037558673773e-05,6.90484932305606e-06,2027,"tags=47%, list=15%, signal=40%","Prf1/RT1-T24-4/Sntb2/Itgb2/RT1-N3/RT1-DOa/RT1-Da/RT1-CE1/Cav1/Cd40/RT1-Bb/RT1-Ba/Dtna/Fyn/RT1-T18/Itgal/RT1-T24-1/Icam1/Lama2/RT1-Db1/Cd80/Sntb1/Sspn/Cd28/RT1-M2/Lama1/RT1-DOb"
"rno05146","rno05146","Amoebiasis",82,-0.595974820186562,-1.83460153866966,1.79429198465974e-06,1.40479933433116e-05,6.90998196916459e-06,2618,"tags=46%, list=19%, signal=38%","Tnf/Gna15/Lamc1/Il12a/Hspb1/Itgb2/Itgam/Prdx1l1/Lama5/Cxcl2/Lamb2/Tgfb3/Prkcb/Il1r1/Il1b/Prkcg/Cxcl1/Lama4/Nos2/Fn1/Col4a2/Serpinb9/Col4a1/Tgfb2/Col1a2/Col3a1/Lama2/Serpinb6b/Col1a1/Col4a3/Pik3cd/Serpinb3/Plcb2/Col4a5/Col4a6/Lama1/Serpinb13/Serpinb3a"
"rno04611","rno04611","Platelet activation",105,-0.561348759016605,-1.7498466153184,3.34140161446516e-06,2.55378551962694e-05,1.25616602047562e-05,1907,"tags=30%, list=14%, signal=26%","Tbxa2r/Adcy2/Nos3/Fcer1g/Vwf/Mapk11/Apbb1ip/F2rl3/Itgb3/Fyn/Pik3r6/P2ry12/Pik3r5/Adcy5/Col1a2/Akt3/F2r/Lcp2/Col3a1/Adcy8/Adcy7/Pla2g4b/Col1a1/Pik3cd/Pla2g4f/Gucy1b1/P2rx1/Plcb2/Ptgir/Itga2b/Adcy4/Rasgrp2"
"rno04926","rno04926","Relaxin signaling pathway",106,-0.553001857285889,-1.72438440880483,7.99388083705228e-06,5.96752499696228e-05,2.93532956072911e-05,1842,"tags=28%, list=14%, signal=25%","Adcy2/Shc2/Nos3/Arrb2/Shc4/Mmp13/Mapk11/Nos2/Mmp2/Col4a2/Gnb4/Col4a1/Adcy5/Vegfa/Col1a2/Akt3/Ednrb/Col3a1/Adcy8/Adcy7/Col1a1/Col4a3/Pik3cd/Creb5/Acta2/Plcb2/Col4a5/Adcy4/Col4a6/Gng8"
"rno01212","rno01212","Fatty acid metabolism",53,0.482023397359546,2.17836957763088,8.22272657380937e-06,5.99885279589274e-05,2.95073920112776e-05,3045,"tags=64%, list=23%, signal=50%","Elovl6/Echs1/Acat2/Mecr/Acadm/Acsbg1/Hadh/Hsd17b12/Scd/Acat1/Acads/Acaa2/Cpt1a/Acsl3/Scd2/Hadhb/Fads2/Hacd2/Ehhadh/Elovl5/Acsf3/Hacd3/Acadl/Hadha/Cpt2/Acsl5/Acsl1/Oxsm/Elovl7/Elovl1/Mcat/Tecr/Scp2/Hsd17b4"
"rno04014","rno04014","Ras signaling pathway",193,-0.491895618839393,-1.56546682833626,1.02120676445665e-05,7.28460825312408e-05,3.58318162967244e-05,3293,"tags=37%, list=25%, signal=29%","Ksr1/Vegfb/Pla2g3/Mapk10/Rel/Igf2/Rasa2/Pla2g4c/Igf1r/Ksr2/Pdgfc/Mras/Pla2g2f/Nf1/Htr7/Abl2/Gng11/Fgf7/Plcg1/Rasa4/Ets1/Fgfr2/Efna2/Ngfr/Csf1/Kdr/Faslg/Pgf/Pdgfd/Rassf5/Pld2/Rasal2/Flt4/Pdgfb/Shc2/Pla1a/Rasgrp3/Fgfr1/Shc4/Flt1/Ralgdsl1/Fgf9/Csf1r/Flt3/Prkcb/Prkcg/Fgf20/Hgf/Angpt2/Bdnf/Gnb4/Rasal1/Angpt4/Vegfa/Akt3/Pdgfra/Pla2g4b/Pik3cd/Rasal3/Pla2g4f/Igf1/Pdgfrb/Syngap1/Lat/Zap70/Angpt1/Rasgrp4/Fgf10/Rasgrp2/Gng8/Pla2g2d/Fgf2"
"rno00010","rno00010","Glycolysis / Gluconeogenesis",51,0.507701238935016,2.28644426955708,1.07918416447885e-05,7.53082862603722e-05,3.70429347075121e-05,3848,"tags=75%, list=29%, signal=53%","Aldob/Pck1/Eno3/Adh1c/Fbp1/Adh4/Acss1/Aldh1b1/Ldha/Aldh9a1/Pdhb/Pgm2/Dld/Pgk1/Acss2/Fbp2/Minpp1/Eno1/Hkdc1/Dlat/Gapdh/Aldh3a2/Akr1a1/G6pc1/Pfkp/Gpi/Pdha1/Tpi1/Hk1/Pfkl/Pkm/Pgam1/G6pc3/Pck2/Aldh7a1/Aldoa/Pgm1/Adh7"
"rno05340","rno05340","Primary immunodeficiency",26,-0.735578998539825,-1.96489850218278,1.28141578700273e-05,8.75179718357182e-05,4.3048682654067e-05,2110,"tags=62%, list=16%, signal=52%","Btk/Lck/Dclre1c/Ciita/Cd40/Il2rg/Icos/Cd3d/Il7r/Cd8b/Cd8a/Ptprc/Zap70/Cd3e/Cd79a/Cd19"
"rno00640","rno00640","Propanoate metabolism",30,0.591358429367453,2.34172627297054,1.81136670298745e-05,0.000121135148262286,5.95844310193241e-05,2668,"tags=60%, list=20%, signal=48%","Echs1/Acss1/Suclg1/Ldha/Bckdhb/Sucla2/Mcee/Pcca/Acads/Dld/Acss2/Suclg2/Echdc1/Pccb/Ehhadh/Hadha/Mlycd/Hibch"
"rno00280","rno00280","Valine, leucine and isoleucine degradation",49,0.49097569634614,2.16590410263523,1.98282998818158e-05,0.000129895597184956,6.38935549360336e-05,3182,"tags=65%, list=24%, signal=50%","Echs1/Acat2/Hsd17b10/Acadm/Hadh/Aldh1b1/Aox2/Hmgcl/Bckdhb/Acat1/Aldh9a1/Mccc1/Mcee/Pcca/Acads/Acaa2/Dld/Hmgcs1/Hadhb/Pccb/Aox4/Mccc2/Ehhadh/Oxct1/Acsf3/Hadha/Hibadh/Aldh3a2/Hibch/Aacs/Abat/Ivd"
"rno01230","rno01230","Biosynthesis of amino acids",61,0.451054396637848,2.11084757684538,2.36794536060254e-05,0.000152022092150683,7.47772219137643e-05,3793,"tags=69%, list=28%, signal=50%","Aldob/Eno3/Cth/Pc/Acy1/Tkt/Shmt1/Taldo1/Idh1/Prps1/Idh3a/Idh3b/Rpia/Arg1/Pgk1/Aldh18a1/Eno1/Idh3g/Cbs/Psat1/Aco2/Gapdh/Phgdh/Aco1/Got2/Shmt2/Cs/Pfkp/Psph/Tpi1/Prps2/Glul/Rpe/Nags/Got1/Pfkl/Idh2/Pkm/Pgam1/Mat2b/Aldoa/Otc"
"rno01240","rno01240","Biosynthesis of cofactors",115,0.340203264762478,1.63399320001143,2.7845644935046e-05,0.000175263765179407,8.62094270434861e-05,2962,"tags=49%, list=22%, signal=38%","Hsd17b6/Rgn/Bco1/Mthfd1/Nme1/Cmpk1/Lipt2/Coq7/Ido2/Gss/Nme2/Ak2/Adss1/Coq5/Dhfr/Shmt1/Ugdh/Aldh1b1/Spr/Pank1/Umps/Alas1/Pmm2/Ppcs/Coq3/Ak6/Lias/Dld/Ggh/Hmbs/Coq2/Ugt2b10/Fpgs/Cpox/Tpk1/Ak7/Psat1/Mthfd1l/Urod/Cox10/Eprs1/Alad/Ugp2/Aldh3a2/Rdh11/Pdxk/Akr1a1/Shmt2/Pts/Nadsyn1/Oxsm/Gclm/Ctps2/Adss/Mpi/Cad"
"rno05140","rno05140","Leishmaniasis",60,-0.604458418887227,-1.82248381587624,2.98341506878659e-05,0.000184168507130865,9.05895263801596e-05,2618,"tags=47%, list=19%, signal=38%","Tnf/Il12a/Mapk12/Il1a/Fcgr2a/Ncf4/Fcgr1a/Itgb2/Itgam/RT1-DOa/Cybb/Ncf1/RT1-Da/Ncf2/Mapk11/Tgfb3/Prkcb/RT1-Bb/Il1b/RT1-Ba/Nos2/Fcgr3a/Tgfb2/C3/Ptgs2/Itga4/RT1-Db1/RT1-DOb"
"rno03060","rno03060","Protein export",27,0.614751502815993,2.36251243362961,3.41215951206938e-05,0.00020666098176873,0.000101653212871977,5174,"tags=96%, list=39%, signal=59%","Immp2l/Sec61g/Hspa5/Sec11a/Srp9/Spcs1/Get4/Sec61b/Immp1l/Tmem208/Spcs2/Srp68/Srp54a/Oxa1l/Srp19/Sec61a1/Get3/Sgta/Sec63/Spcs3/Srp72/Srp14/Sec11c/Get1/Sec61a2/Srpra"
"rno04064","rno04064","NF-kappa B signaling pathway",88,-0.560957948745377,-1.73115728138754,3.55841333145402e-05,0.000211527903591989,0.000104047173434328,3002,"tags=38%, list=22%, signal=29%","Syk/Ticam2/Traf3/Malt1/Birc3/Plcg1/Tnfaip3/Tnf/Map3k14/Card14/Pidd1/Btk/Lck/Bcl2a1/Cxcl2/Card11/Prkcb/Ccl4/Il1r1/Cd40/Il1b/Cxcl1/Plau/Cxcl12/Eda2r/Ptgs2/Icam1/Prkcq/Vcam1/Edar/Lat/Zap70/Tnfsf11"
"rno04020","rno04020","Calcium signaling pathway",165,-0.497744727718754,-1.58074494936973,4.24175762008993e-05,0.000243143606437298,0.000119598429137874,2194,"tags=30%, list=16%, signal=26%","Kdr/Ret/Cacna1d/Pdgfd/Ptger1/Tbxa2r/Flt4/Pdgfb/Adcy2/Nos3/Fgfr1/Flt1/P2rx7/Atp2b4/Fgf9/Cxcr4/Prkcb/Pde1c/Pde1b/Prkcg/Fgf20/Nfatc4/Hgf/Nos2/P2rx2/Tpcn2/Bdkrb2/Agtr1a/Vegfa/F2r/Cacna1h/Pdgfra/Ednrb/Pde1a/Slc8a3/Adcy8/Adcy7/Avpr1a/Ryr2/Cysltr1/P2rx1/Plcb2/Pdgfrb/Cacna1c/Camk4/Bdkrb1/Ednra/Adcy4/Fgf10/Fgf2"
"rno04010","rno04010","MAPK signaling pathway",250,-0.465478790175368,-1.48861104776972,4.23752009998994e-05,0.000243143606437298,0.000119598429137874,3299,"tags=34%, list=25%, signal=26%","Cacna1b/Vegfb/Mapk10/Taok2/Dusp7/Igf2/Rasa2/Pla2g4c/Igf1r/Ptprr/Pspn/Pdgfc/Mras/Nf1/Mknk1/Map3k13/Cacnb3/Fgf7/Tnf/Tgfbr2/Nr4a1/Map3k2/Fgfr2/Map3k14/Efna2/Rps6ka2/Ngfr/Mapk12/Csf1/Il1a/Kdr/Faslg/Ret/Cacna1d/Pgf/Hspb1/Dusp2/Pdgfd/Flt4/Pdgfb/Rasgrp3/Map4k2/Arrb2/Fgfr1/Map3k8/Flt1/Fgf9/Csf1r/Flt3/Mapk11/Tgfb3/Prkcb/Il1r1/Ereg/Il1b/Prkcg/Fgf20/Cacnb2/Hgf/Angpt2/Bdnf/Cacna2d1/Map3k12/Ptpn7/Map4k1/Tgfb2/Angpt4/Ptpn5/Vegfa/Akt3/Cacna1h/Pdgfra/Mef2c/Pla2g4b/Hspa1a/Pla2g4f/Igf1/Pdgfrb/Cacna1c/Mapk8ip3/Angpt1/Rasgrp4/Fgf10/Rasgrp2/Fgf2"
"rno03430","rno03430","Mismatch repair",20,0.655910068910419,2.27795109524479,7.93057849714848e-05,0.000446616789049941,0.000219683614879459,2886,"tags=70%, list=21%, signal=55%","Pcna/Rfc3/Msh2/Exo1/Rfc5/Rpa3/Rpa1/Pold2/Rfc2/Mlh1/Msh6/Rpa2/Pold1/Rfc4"
"rno00030","rno00030","Pentose phosphate pathway",26,0.617963278580431,2.34177241156445,9.59730262835128e-05,0.000531161059258752,0.000261269581534064,3802,"tags=81%, list=28%, signal=58%","Aldob/Rgn/Fbp1/Tkt/Taldo1/Prps1/Pgm2/Rpia/Fbp2/Dera/Pgls/Rbks/Pfkp/Gpi/Prps2/Rpe/Pfkl/Shpk/Aldoa/G6pd/Pgm1"
"rno05150","rno05150","Staphylococcus aureus infection",50,-0.61680286166359,-1.81047314053931,0.000101822353777847,0.000553982636655743,0.000272495148379608,2338,"tags=62%, list=17%, signal=51%","Krt31/Fcgr2b/Fcgr2a/C1qb/Fcgr1a/C3ar1/Itgb2/C1qa/Itgam/C1qc/RT1-DOa/RT1-Da/Masp1/Cfd/Cfh/Krt39/Selplg/RT1-Bb/RT1-Ba/Itgal/Fcgr3a/C3/Icam1/C1r/C1s/C4b/C2/RT1-Db1/Cfi/C4a/RT1-DOb"
"rno00071","rno00071","Fatty acid degradation",40,0.482545037572979,2.03721375265249,0.00012559622238186,0.00067193978974295,0.000330516374689105,2628,"tags=60%, list=20%, signal=48%","Adh1c/Adh4/Echs1/Acat2/Acadm/Acsbg1/Hadh/Eci3/Aldh1b1/Acat1/Aldh9a1/Eci2/Acads/Acaa2/Cpt1a/Acsl3/Hadhb/Ehhadh/Acadl/Hadha/Aldh3a2/Cpt2/Acsl5/Acsl1"
"rno05332","rno05332","Graft-versus-host disease",30,-0.683047514466165,-1.87627919313426,0.000139886161150371,0.000736122257856872,0.000362086698404758,2938,"tags=73%, list=22%, signal=57%","RT1-M3-1/RT1-DMb/Tnf/Il1a/Faslg/Prf1/RT1-T24-4/RT1-N3/RT1-DOa/RT1-Da/RT1-CE1/RT1-Bb/Il1b/RT1-Ba/RT1-T18/Klrd1/RT1-T24-1/RT1-Db1/Cd80/Cd28/RT1-M2/RT1-DOb"
"rno04022","rno04022","cGMP-PKG signaling pathway",119,-0.512142426827156,-1.61123012253799,0.000143424297556629,0.000742567734123838,0.000365257124507545,1842,"tags=26%, list=14%, signal=23%","Adcy2/Nos3/Nppb/Npr1/Atp2b4/Myl9/Fxyd2/Nfatc4/Irs1/Pik3r6/Bdkrb2/Pik3r5/Agtr1a/Atp1b2/Adcy5/Akt3/Ednrb/Mef2c/Slc8a3/Adcy8/Adcy7/Irag1/Kcnj8/Creb5/Gucy1b1/Plcb2/Npr2/Cacna1c/Kcnmb1/Ednra/Adcy4"
"rno00920","rno00920","Sulfur metabolism",10,0.809230030927848,2.27887328524973,0.000157510780846187,0.000802554930978189,0.000394763861769891,1847,"tags=80%, list=14%, signal=69%","Ethe1/Tst/Bpnt1/Sqor/Mpst/Papss1/Selenbp1/Papss2"
"rno04340","rno04340","Hedgehog signaling pathway",46,-0.618206754390868,-1.80484169219108,0.000163515305302579,0.000807514046186582,0.000397203170775495,3004,"tags=41%, list=22%, signal=32%","Iqce/Cdon/Csnk1e/Csnk1g1/Megf8/Shh/Gpr161/Ptch1/Arrb2/Boc/Mosmo/Kif7/Gli2/Evc/Evc2/Gli3/Hhip/Lrp2/Gli1"
"rno05152","rno05152","Tuberculosis",134,-0.495309914967584,-1.56757273969286,0.000163416049092917,0.000807514046186582,0.000397203170775495,3002,"tags=36%, list=22%, signal=28%","Syk/Camk2g/RT1-DMb/Arhgef12/Malt1/Rfx5/Tnf/Crebbp/Il12a/Il23a/Plk3/Mapk12/Il1a/Fcgr2b/Fcgr2a/Coro1a/Fcgr1a/Itgb2/Tcirg1/Itgam/RT1-DOa/Fcer1g/RT1-Da/Mrc1/Mapk11/Tgfb3/Lsp1/Ciita/RT1-Bb/Clec7a/Cd74/Itgax/Il1b/RT1-Ba/Clec4e/Nos2/Il10ra/Nod2/Fcgr3a/Tgfb2/C3/Akt3/Cyp27b1/Mrc2/RT1-Db1/Tlr9/Pla2r1/RT1-DOb"
"rno04727","rno04727","GABAergic synapse",58,-0.583811693809307,-1.75291096625083,0.000176519729649504,0.000858527776022586,0.000422296003946181,2286,"tags=34%, list=17%, signal=29%","Gad1/Cacna1d/Adcy2/Slc12a5/Gabrb3/Hap1/Prkcb/Prkcg/Slc6a12/Gnb4/Slc38a3/Adcy5/Adcy8/Plcl1/Adcy7/Cacna1c/Gabbr1/Adcy4/Gng8/Gabre"
"rno05414","rno05414","Dilated cardiomyopathy",71,-0.570420304469005,-1.74154309750187,0.000209222661072322,0.000987654032414934,0.000485811132520873,2141,"tags=41%, list=16%, signal=35%","Cacna1d/Sntb2/Des/Adcy2/Tpm2/Itga11/Tgfb3/Itga1/Cacnb2/Itgb3/Dtna/Itga8/Cacna2d1/Tgfb2/Adcy5/Itga9/Lama2/Slc8a3/Adcy8/Adcy7/Itga4/Ryr2/Igf1/Cacna1c/Itga2b/Sntb1/Adcy4/Sspn/Lama1"
"rno05145","rno05145","Toxoplasmosis",92,-0.538410877298797,-1.67223732509043,0.00020811809894333,0.000987654032414934,0.000485811132520873,2901,"tags=37%, list=22%, signal=29%","RT1-DMb/Gnao1/Birc3/Tnf/Lamc1/Il12a/Irgm/Mapk12/Igtp/RT1-DOa/Lama5/RT1-Da/Lamb2/Socs1/Mapk11/Tgfb3/Ciita/Cd40/RT1-Bb/RT1-Ba/Lama4/Nos2/Pik3r6/Il10ra/Ccr5/Pik3r5/Tgfb2/Akt3/Lama2/Tlr11/Hspa1a/RT1-Db1/Lama1/RT1-DOb"
"rno05330","rno05330","Allograft rejection",29,-0.677949564217483,-1.84948947287586,0.000215959286125717,0.00099032758351936,0.000487126209306129,2938,"tags=72%, list=22%, signal=57%","RT1-M3-1/RT1-DMb/Tnf/Il12a/Faslg/Prf1/RT1-T24-4/RT1-N3/RT1-DOa/RT1-Da/RT1-CE1/Cd40/RT1-Bb/RT1-Ba/RT1-T18/RT1-T24-1/RT1-Db1/Cd80/Cd28/RT1-M2/RT1-DOb"
"rno04270","rno04270","Vascular smooth muscle contraction",104,-0.519193713284556,-1.61860405317662,0.000215871115848604,0.00099032758351936,0.000487126209306129,2141,"tags=34%, list=16%, signal=29%","Cacna1d/Prkch/Myh10/Adcy2/Calcrl/Nppb/Ppp1r14a/Npr1/Myl9/Prkcb/Prkcg/Cald1/Actg2/Myh11/Agtr1a/Ppp1r12b/Adcy5/Prkcq/Adcy8/Adcy7/Irag1/Avpr1a/Pla2g4b/Pla2g4f/Gucy1b1/Acta2/Plcb2/Adm/Npr2/Cacna1c/Ptgir/Kcnmb1/Ednra/Adcy4/Pla2g2d"
"rno00240","rno00240","Pyrimidine metabolism",47,0.449687119557867,1.98749641509654,0.000221148478372528,0.00099984030362791,0.000491805363319189,4261,"tags=62%, list=32%, signal=42%","Dctpp1/Rrm1/Tk1/Dut/Nme1/Cmpk1/Entpd6/Nme2/Cant1/Rrm2/Umps/Nt5c3a/Nudt2/Nt5c1a/Uck2/Dtymk/Tyms/Ctps2/Hddc2/Nt5c3b/Cad/Entpd5/Nt5c/Nme6/Ctps1/Enpp1/Nt5c2/Entpd3/Tk2"
"rno05217","rno05217","Basal cell carcinoma",53,-0.588115259017165,-1.7453984466813,0.000247430077537031,0.0011031257623526,0.000542609819160156,2946,"tags=40%, list=22%, signal=31%","Wnt5b/Wnt10a/Fzd3/Fzd10/Apc2/Fzd2/Tcf7l1/Fzd4/Wnt5a/Shh/Lef1/Ptch1/Bmp4/Kif7/Wnt6/Gli2/Wnt4/Wnt2b/Gli3/Hhip/Gli1"
"rno05165","rno05165","Human papillomavirus infection",274,-0.441377579324067,-1.41341873059955,0.000262025126322415,0.00115219267876021,0.000566745046119139,3352,"tags=33%, list=25%, signal=25%","Creb3l2/Itga7/Lamb1/Hey1/Notch1/Tsc2/Atm/Ubr4/Pard6g/Rps6kb2/Stat2/Wnt5b/RT1-M3-1/Wnt10a/Fzd3/Tert/Traf3/Maml3/Itgb7/Fzd10/Tnf/Lamc1/Crebbp/Notch4/Apc2/Notch2/Faslg/Fzd2/Notch3/Tcf7l1/Fzd4/RT1-T24-4/Wnt5a/Col9a3/Tcirg1/Mfng/Hes2/RT1-N3/Ikbke/Thbs1/Lama5/Vwf/RT1-CE1/Thbs2/Lamb2/Itga11/Irf3/Itga1/Thbs3/Itgb3/Lama4/RT1-T18/Fn1/Col4a2/Itga8/RT1-T24-1/Col4a1/Oasl2/Atp6v1c2/Wnt6/Vegfa/Ptgs2/Col1a2/Akt3/Itga9/Mx2/Rbpjl/Lama2/Col6a3/Heyl/Itga4/Col1a1/Col4a3/Pik3cd/Mx1/Wnt4/Creb5/Col6a2/Tnn/Irf9/Col6a1/Pdgfrb/Wnt2b/Tbpl1/Itga2b/Col4a5/Col6a4/Col4a6/RT1-M2/Lama1/Col6a5"
"rno05032","rno05032","Morphine addiction",61,-0.572092742639962,-1.72593837894445,0.000294987139085434,0.00127960637360033,0.000629417793212164,2858,"tags=39%, list=21%, signal=31%","Gnao1/Gng11/Pde4a/Grk5/Kcnj5/Adcy2/Arrb2/Gabrb3/Pde4b/Prkcb/Pde4c/Pde1c/Pde1b/Prkcg/Gnb4/Adcy5/Pde1a/Adcy8/Adcy7/Pde10a/Gabbr1/Adcy4/Gng8/Gabre"
"rno01232","rno01232","Nucleotide metabolism",70,0.385170306451822,1.90505355381685,0.000303597722554723,0.00129939825253422,0.000639153100115207,3089,"tags=49%, list=23%, signal=38%","Dctpp1/Nudt16/Rrm1/Tk1/Adk/Dut/Nme1/Cmpk1/Entpd6/Nme2/Ak2/Adss1/Cant1/Guk1/Pnp/Rrm2/Nt5c3a/Gmps/Ak6/Nt5c1a/Uck2/Aprt/Ak7/Hprt1/Ada/Itpa/Dtymk/Ntpcr/Tyms/Ctps2/Adss/Hddc2/Nt5c3b/Entpd5"
"rno01250","rno01250","Biosynthesis of nucleotide sugars",34,0.517063704154237,2.11002070045014,0.000319995152915225,0.00134984878723869,0.000663968906659465,3802,"tags=65%, list=28%, signal=47%","Gmds/Nans/Gale/Gnpnat1/Ugdh/Gne/Cmas/Pgm2/Pmm2/Gfpt1/Uap1/Gfus/Galk2/Hkdc1/Pgm3/Ugp2/Gpi/Mpi/Hk1/Fcsk/Pmm1/Pgm1"
"rno05410","rno05410","Hypertrophic cardiomyopathy",65,-0.563668663986015,-1.71638990042894,0.000323795503480933,0.00134984878723869,0.000663968906659465,2782,"tags=46%, list=21%, signal=37%","Cacnb3/Tnnt2/Itgb7/Tnf/Prkab2/Ace/Cacna1d/Sntb2/Des/Tpm2/Itga11/Tgfb3/Itga1/Cacnb2/Itgb3/Dtna/Itga8/Cacna2d1/Tgfb2/Itga9/Lama2/Slc8a3/Itga4/Ryr2/Igf1/Cacna1c/Itga2b/Sntb1/Sspn/Lama1"
"rno05412","rno05412","Arrhythmogenic right ventricular cardiomyopathy",61,-0.569736059650899,-1.71882853588114,0.000347747992187671,0.00143111673708003,0.000703943304023626,2141,"tags=41%, list=16%, signal=35%","Cacna1d/Tcf7l1/Sntb2/Ctnna2/Des/Lef1/Itga11/Itga1/Cdh2/Cacnb2/Itgb3/Dtna/Itga8/Cacna2d1/Itga9/Lama2/Slc8a3/Itga4/Ryr2/Cacna1c/Gja1/Itga2b/Sntb1/Sspn/Lama1"
"rno04146","rno04146","Peroxisome",73,0.361005730783998,1.75074446010069,0.000359898848563173,0.00144409412985973,0.000710326674795737,5389,"tags=67%, list=40%, signal=40%","Phyh/Gstk1/Far2/Nudt19/Pmvk/Eci3/Hmgcl/Idh1/Eci2/Prdx5/Ephx2/Sod1/Nudt7/Pecr/Mpv17l2/Acsl3/Abcd3/Ehhadh/Pex7/Prdx1/Mlycd/Acsl5/Acsl1/Acot8/Amacr/Scp2/Hsd17b4/Nudt13/Pex11a/Idh2/Gnpat/Far1/Pex13/Dhrs4/Pex11b/Pex2/Pex16/Acaa1a/Abcd1/Pxmp4/Pex10/Agps/Hacl1/Mvk/Pex19/Ech1/Pex26/Pex14/Pex12"
